key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,key_resp.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_16.keys,key_resp_16.rt,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,rating.response,rating.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
,,,,,,,,,,,,a,Incorrect,,,,,,t4.png,t2.png,2,0.059078,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.663335,,,,,0,57,57,110,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t1.png,t1.png,0,0.978,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.526675,,,,,0,58,58,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t4.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.213635,,,,,0,59,59,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t5.png,t1.png,4,9.55E-11,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.974305,,,,,0,60,60,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t2.png,t1.png,1,0.90025,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,2.4473,,,,,0,61,61,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t3.png,t5.png,2,0.0565,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.36454,,,,,0,62,62,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t2.png,t4.png,2,0.059078,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.91286,,,,,0,63,63,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t4.png,t3.png,1,0.909,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.429645,,,,,0,64,64,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t2.png,t5.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.28618,,,,,0,65,65,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t2.png,t1.png,1,0.9,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.018915,,,,,0,66,66,118,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t2.png,t5.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.45403,,,,,0,67,67,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t5.png,t3.png,2,0.056466,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.20041,,,,,0,68,68,114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t2.png,t4.png,2,0.059078,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.92646,,,,,0,69,69,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t2.png,t2.png,0,0.98115,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.863295,,,,,0,70,70,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t3.png,t5.png,2,0.056466,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.06541,,,,,0,71,71,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t2.png,t5.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.565425,,,,,0,72,72,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t3.png,2,0.056466,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.66249,,,,,0,73,73,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t2.png,t2.png,0,0.98115,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.28381,,,,,0,74,74,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t2.png,t2.png,0,0.981,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.930475,,,,,0,75,75,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t4.png,t4.png,0,0.98115,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.496205,,,,,0,76,76,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t4.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.573325,,,,,0,77,77,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t3.png,t2.png,1,0.90855,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.98968,,,,,0,78,78,97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t1.png,t1.png,0,0.978,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.304655,,,,,0,79,79,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t4.png,t5.png,1,0.90025,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.04748,,,,,0,80,80,103,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Too slow :(,,,,,,t5.png,t4.png,1,0.90025,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,,,,,,0,81,81,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t4.png,t4.png,0,0.98115,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.10405,,,,,0,82,82,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t5.png,4,9.55E-11,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.536105,,,,,0,83,83,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t4.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.82155,,,,,0,84,84,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t2.png,t1.png,1,0.90025,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.102095,,,,,0,85,85,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t4.png,t1.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.067205,,,,,0,86,86,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t4.png,t5.png,1,0.90025,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.00001,,,,,0,87,87,113,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t1.png,t2.png,1,0.90025,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.39687,,,,,0,88,88,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t5.png,4,9.55E-11,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.047085,,,,,0,89,89,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t1.png,t1.png,0,0.97829,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.7147,,,,,0,90,90,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t4.png,t3.png,1,0.90855,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.50146,,,,,0,91,91,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t5.png,t1.png,4,9.55E-11,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.07359,,,,,0,92,92,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t4.png,t2.png,2,0.059078,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.266945,,,,,0,93,93,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t5.png,t4.png,1,0.9,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.62984,,,,,0,94,94,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t3.png,2,0.056466,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.55129,,,,,0,95,95,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t5.png,4,9.55E-11,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.10176,,,,,0,96,96,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t3.png,t1.png,2,0.056466,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.72568,,,,,0,97,97,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t2.png,t4.png,2,0.0591,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.691915,,,,,0,98,98,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t1.png,t2.png,1,0.90025,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.01769,,,,,0,99,99,105,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t3.png,t4.png,1,0.90855,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.53578,,,,,0,100,100,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t4.png,t3.png,1,0.90855,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.993905,,,,,0,101,101,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t3.png,t4.png,1,0.909,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.55146,,,,,0,102,102,106,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t2.png,t1.png,1,0.90025,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.868025,,,,,0,103,103,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t4.png,t2.png,2,0.059078,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.45688,,,,,0,104,104,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t3.png,t4.png,1,0.90855,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.717835,,,,,0,105,105,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t4.png,t1.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.051475,,,,,0,106,106,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t2.png,t3.png,1,0.90855,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.620205,,,,,0,107,107,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t3.png,t2.png,1,0.90855,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.633525,,,,,0,108,108,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t3.png,t2.png,1,0.90855,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.935755,,,,,0,109,109,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t5.png,t5.png,0,0.978,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.6968,,,,,0,110,110,117,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t1.png,t1.png,0,0.97829,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.11271,,,,,0,111,111,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t5.png,t2.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.371475,,,,,0,112,112,119,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t4.png,t1.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.913815,,,,,0,113,113,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t3.png,2,0.056466,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.937465,,,,,0,114,114,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t2.png,t2.png,0,0.98115,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.89655,,,,,0,115,115,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t5.png,t3.png,2,0.056466,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.770565,,,,,0,116,116,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t3.png,t1.png,2,0.0565,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.680105,,,,,0,117,117,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t4.png,t5.png,1,0.90025,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.16532,,,,,0,118,118,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t4.png,t2.png,2,0.059078,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.99646,,,,,0,119,119,109,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t2.png,t4.png,2,0.059078,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.65652,space,1.35378,,,,,,,,space,9.943925,space,0.40784,0,0,0,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t4.png,t2.png,2,0.059078,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.513795,,,,,,,,,,,,,,0,1,1,110,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t2.png,1,0.9,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.35958,,,,,,,,,,,,,,0,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t2.png,t4.png,2,0.059078,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.45183,,,,,,,,,,,,,,0,3,3,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t3.png,t4.png,1,0.909,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.68697,,,,,,,,,,,,,,0,4,4,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t3.png,t2.png,1,0.90855,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.48791,,,,,,,,,,,,,,0,5,5,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t4.png,t1.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.526805,,,,,,,,,,,,,,0,6,6,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t4.png,t3.png,1,0.90855,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.18114,,,,,,,,,,,,,,0,7,7,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t5.png,t4.png,1,0.9,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.487375,,,,,,,,,,,,,,0,8,8,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t5.png,t5.png,0,0.97829,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.09604,,,,,,,,,,,,,,0,9,9,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t4.png,t1.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.94948,,,,,,,,,,,,,,0,10,10,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t5.png,t3.png,2,0.056466,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.055815,,,,,,,,,,,,,,0,11,11,114,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t4.png,t5.png,1,0.90025,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.89063,,,,,,,,,,,,,,0,12,12,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Too slow :(,,,,,,t4.png,t4.png,0,0.98115,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,,,,,,,,,,,,,,,0,13,13,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t2.png,t2.png,0,0.98115,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.787835,,,,,,,,,,,,,,0,14,14,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t2.png,t3.png,1,0.90855,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.919415,,,,,,,,,,,,,,0,15,15,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t4.png,t3.png,1,0.90855,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.50106,,,,,,,,,,,,,,0,16,16,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t2.png,t4.png,2,0.059078,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.118235,,,,,,,,,,,,,,0,17,17,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t5.png,t4.png,1,0.90025,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.212975,,,,,,,,,,,,,,0,18,18,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t2.png,t2.png,0,0.98115,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.85014,,,,,,,,,,,,,,0,19,19,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t4.png,t1.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.56333,,,,,,,,,,,,,,0,20,20,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t1.png,t1.png,0,0.97829,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.5663,,,,,,,,,,,,,,0,21,21,78,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t2.png,t5.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.48647,,,,,,,,,,,,,,0,22,22,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t4.png,t4.png,0,0.98115,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.619125,,,,,,,,,,,,,,0,23,23,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t2.png,t4.png,2,0.059078,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.526135,,,,,,,,,,,,,,0,24,24,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t2.png,t1.png,1,0.90025,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.3058,,,,,,,,,,,,,,0,25,25,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t3.png,t1.png,2,0.056466,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.659135,,,,,,,,,,,,,,0,26,26,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t2.png,t1.png,1,0.90025,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.00166,,,,,,,,,,,,,,0,27,27,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t3.png,2,0.056466,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.561185,,,,,,,,,,,,,,0,28,28,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,
